Distance,Card_names
4.245597070448237,Riptide Director
4.245616751736534,Loxodon Smiter
4.245658889903591,Leonin Skyhunter
4.245717986962902,Apes of Rath
4.245803619437447,Elder of Laurels
4.245920286566924,Molten Duplication
4.245924088214742,Urban Daggertooth
4.2459816571498505,Battle Hymn
4.24602762216626,Jedit Ojanen
4.246201524167894,No Mercy
4.246542693494271,Victim of Night
4.246596760138233,Lance
4.246627771066498,Fatal Frenzy
4.24681670697502,Deluge
4.247215072188629,Cowardice
4.247257031512178,Maw of the Mire
4.247420887034106,Blood Feud
4.247500793700818,Wirewood Lodge
4.247719136489663,Dolmen Gate
4.2477661650511775,Curious Forager
4.247838418112419,Forsaken Monument
4.2478391437213645,Impatience
4.247844165390968,Tuktuk Scrapper
4.247978420646458,Wingsteed Rider
4.248001727616465,Arctic Wolves
4.248097389087614,Temur Sabertooth
4.248284258982372,Kefnet's Monument
4.2483589461717495,Spawning Kraken
4.248359201361466,Fog Bank
4.2483956342565214,Jhessian Thief
4.2484056900499425,Bleeding Woods
4.24845083947668,Monstrous Rage
4.248457210921897,Dreamroot Cascade
4.2485553120623685,Phyresis
4.248710999344891,Tocatli Honor Guard
4.248715675356035,Sterling Grove
4.248727829768873,Chainweb Aracnir
4.248893485950739,Myr Superion
4.248909446422521,Pact of the Serpent
4.249020779414752,Chaotic Backlash
4.2493931435464445,Sardian Avenger
4.249398584842576,Lionheart Glimmer
4.249490472442438,Chocobo Racetrack
4.249548002284672,Turntimber Ranger
4.249584324487242,Stymied Hopes
4.249589138701004,Untamed Wilds
4.249593527741905,Spell Syphon
4.24962349389189,Stealth Mission
4.249852568889134,Wasteful Harvest
4.249890104217098,Relic Golem
4.250063364679463,Pride Guardian
4.25008306063585,Murasa Behemoth
4.250230842554567,Thundering Raiju
4.250292255741111,Retract
4.250347325454675,Vorapede
4.250412946494861,Sandcrafter Mage
4.250470348061778,Geomancer's Gambit
4.250489657972864,Sun-Crowned Hunters
4.250521838970112,Magus of the Moon
4.250562489345488,Chthonian Nightmare
4.250620809842868,Divine Offering
4.25062661463963,Rip-Clan Crasher
4.2507214390086,Enraged Revolutionary
4.250743011479889,Curfew
4.250764611270755,Soul's Majesty
4.250854046811445,Spreading Flames
4.250938397795582,Anchor to the Aether
4.2509400688621035,Incendiary Dissent
4.2509895324019285,Drift of the Dead
4.2510242627868235,Dune Mover
4.251078795017424,Hired Heist
4.25116201882776,Patient Naturalist
4.251223963249243,Unexplained Vision
4.251253480046784,Wild Nacatl
4.251420553796976,Azorius Chancery
4.251439632485809,Infectious Bite
4.251498538578947,Neck Snap
4.251500881737909,Arachnoid Adaptation
4.251518788085117,Barbed Sextant
4.251520701126585,Cinder Giant
4.251531433736881,Reprieve
4.251600311124392,Divination
4.2517452825803295,Assembly-Worker
4.251795043774035,Rescuer Chwinga
4.251975152487277,Tempest Technique
4.252127636111055,Woodland Cemetery
4.25220841649276,The Black Gate
4.252288718039335,Goliath Paladin
4.252310760956765,Surging Might
4.252348522425494,Tragic Lesson
4.252354964619711,Tapestry of the Ages
4.252531291580709,Turntimber Ascetic
4.252598712154127,Staff of the Death Magus
4.252880756905175,No-Dachi
4.253242944980504,Old Ghastbark
4.253387662482327,Hydrolash
4.253503900216639,Vile Mutilator
4.253839263975454,Bloodthorn Flail
4.253899784945659,Faebloom Trick
4.254029698956014,Skullknocker Ogre
4.2541068770280805,Soul of Migration
4.254240247487941,Chaotic Goo
4.25435889264131,Foul Imp
4.254376648680174,Zealots en-Dal
4.254479955720211,Go-Shintai of Hidden Cruelty
4.25474066527963,Myr Retriever
4.254746461832956,Junkblade Bruiser
4.254775078010452,Hunting Drake
4.254792813079826,Spectral Force
4.254858676841942,Assaultron Dominator
4.254870318765656,Wolfir Avenger
4.255053092949665,Deadly Derision
4.255168095554357,Warmind Infantry
4.255189070644651,Nightshade Stinger
4.255423806589068,Dreadwurm
4.255429911703262,Ritual of Rejuvenation
4.255494020434295,Ambuscade Shaman
4.255498418825709,Borrowed Time
4.255606014458437,Restless Apparition
4.255725709773965,Frogify
4.255758085982935,Iron-Craw Crusher
4.2558287475212655,Fountain of Youth
4.255912308523507,Unworthy Dead
4.255990671549757,Kabira Evangel
4.256028530326408,Archon of Emeria
4.256070800873362,Herald of Kozilek
4.256152732939193,Deny the Witch
4.256156608425222,Honor of the Pure
4.256250632020318,Diviner's Lockbox
4.256295875336009,Surge of Righteousness
4.256344344993657,Soul Tithe
4.256350746333483,Mirrorshell Crab
4.256351340716139,Basri's Solidarity
4.256363632203202,Ghoulish Procession
4.2563760547783165,Pharagax Giant
4.256632629984115,Aeronaut Tinkerer
4.25671518608721,Ravnica at War
4.25687667418251,Rattleblaze Scarecrow
4.256950719249057,Spiraling Duelist
4.25710144504773,Trostani's Judgment
4.257110747256717,Hidden Ancients
4.257171125350962,Springing Tiger
4.257194011409674,Voracious Fell Beast
4.257609270460153,Traproot Kami
4.257627068868386,Igneous Elemental
4.257677611381156,Bearscape
4.257885940403498,Tattered Drake
4.258093744559297,Samite Censer-Bearer
4.258111950727085,Vigilant Drake
4.258174495609115,Phyrexian Monitor
4.258236874206321,Brambleguard Captain
4.258350305184651,Buried Alive
4.258481295746485,Salvaging Station
4.258507742868369,Crowded Crypt
4.258654210252896,Duskwielder
4.258662279406616,Schismotivate
4.2586714726900725,Dragonscale General
4.25881016525599,Corrosive Mentor
4.258841838754675,Brazen Wolves
4.258897383812372,Shaper Parasite
4.258994366785303,Frightful Delusion
4.259003097491114,Song of the Worldsoul
4.259020045648242,Diplomatic Escort
4.25904903784752,Hit the Mother Lode
4.259075295305239,Intrepid Tenderfoot
4.259172809630017,Benalish Honor Guard
4.2591827750853755,Barbflare Gremlin
4.259285526817345,Mantle of Webs
4.259347874788117,Sigiled Paladin
4.259478485862869,"Thriss, Nantuko Primus"
4.2594890873598565,Dawnstrider
4.25966018777232,Misleading Signpost
4.25993569141169,Krovikan Scoundrel
4.259974673041945,Goblin Rock Sled
4.260085338849556,Shivan Zombie
4.260108696878381,Crown of the Ages
4.260169847284917,Dire Fleet Neckbreaker
4.2604033532642065,Etali's Favor
4.260518095589183,Doorkeeper Thrull
4.260714087061109,Vexing Bauble
4.260882420118836,"Argoth, Sanctum of Nature"
4.260930393427236,Crystalline Nautilus
4.261174928697399,Incandescent Aria
4.26123254797339,Farsight Mask
4.261286082332554,Goliath Spider
4.261294357714798,Infernal Tribute
4.261374602094199,Nullmage Advocate
4.2613822185683,Borderland Marauder
4.261435673171211,Mardu Hordechief
4.2615769990836485,Stampeding Scurryfoot
4.261636340009045,Owl Familiar
4.261762484402037,Sanctum Custodian
4.261795919387461,Madcap Skills
4.261813750556873,Llanowar Envoy
4.26182058536153,Mask of the Mimic
4.262023798770035,Sage's Row Savant
4.262095526339261,Foundry Helix
4.262187136343643,Dalek Squadron
4.262244083373837,Aura of Silence
4.2622728520499935,Djinni Windseer
4.262518925718455,Squee's Toy
4.262671837619804,Lucky Offering
4.2627219914306025,Dying Wail
4.262749852231107,Lotus-Eye Mystics
4.262881484296806,"Zanarkand, Ancient Metropolis // Lasting Fayth"
4.262903992220041,Popular Entertainer
4.262963320413391,Cloud Manta
4.263056679286879,Ruinous Intrusion
4.2631177038042445,Devout Invocation
4.2631320377840805,Setessan Griffin
4.26338529643111,Abyssal Gatekeeper
4.263581044736338,Sharuum the Hegemon
4.2635877903172235,Befuddle
4.263715660788566,Loamdragger Giant
4.263788548603045,Great Whale
4.263980560407298,"Slogurk, the Overslime"
4.264039317036817,Locust Swarm
4.2640682174422055,Emissary of Soulfire
4.264088016313185,Wood Sage
4.264118793882767,Resolute Reinforcements
4.2642209327822345,Ulvenwald Observer
4.2642883895818535,Thorn Mammoth
4.26432798394379,Syndicate Guildmage
4.264353475346817,Thelonite Hermit
4.264388750020384,Barktooth Warbeard
4.2644003557278545,Berserkers of Blood Ridge
4.264571892565234,Cartouche of Zeal
4.264572278371218,Mardu Shadowspear
4.264573537417955,Icewrought Sentry
4.264891505992803,Gloomdrifter
4.264927874667194,"Kurbis, Harvest Celebrant"
4.2649969490708575,Lifecraft Cavalry
4.265018124123153,Component Collector
4.265039974979135,Rolling Spoil
4.265045533059138,Lay Bare
4.265167135984994,Prakhata Pillar-Bug
4.265316123923542,Throat Slitter
4.265356583280116,Scrap Welder
4.26550142531817,Dust Animus
4.26552522652815,Deathbloom Gardener
4.265635711830693,Captivating Cave
4.265651633249969,Skeleton Archer
4.265714003530506,Kingpin's Pet
4.266015039175291,Wardscale Dragon
4.266032038425824,Rent Is Due
4.266049946573198,Brilliant Wings
4.2660788753587795,Territorial Allosaurus
4.266170096496908,Bassara Tower Archer
4.266183335932937,Ghor-Clan Rampager
4.266288673639229,Elite Archers
4.266338355504942,Stirring Address
4.26634904230739,Moldgraf Scavenger
4.266399984477219,Carnival Hellsteed
4.266416683235817,Sanctum of Calm Waters
4.266496751692794,Shocker
4.266512934811811,"Treva, the Renewer"
4.2666060318055266,Siegehorn Ceratops
4.266657514026998,Stir the Grave
4.266677781517578,Professor of Symbology
4.266722215287285,Wild Colos
4.266756666480028,Spite // Malice
4.266761271370872,Tel-Jilad Stylus
4.266911630112886,Baleful Strix
4.2669745687578144,Arms Race
4.267013616099001,Trusty Retriever
4.267113877695329,Bear's Companion
4.267161288981585,Amulet of Safekeeping
4.267171163256525,Prickly Marmoset
4.267181465039298,Hornet Harasser
4.267214118874305,Journey to Oblivion
4.267242244834638,Lyev Decree
4.267242695879231,Bloodfire Dwarf
4.267511941060446,Cleansing Screech
4.2676494247364065,Counterspell
4.267650920056987,Goblin Blast-Runner
4.26765407200393,Terror of Mount Velus
4.267690438672745,Font of Progress
4.267838268409945,Kami of Industry
4.267937360383677,Sunset Pyramid
4.267962381258251,Darling of the Masses
4.268099126807913,Spiteful Banditry
4.26821211391393,Howling Golem
4.268217966950794,Hatred
4.268257451557847,Quicksilver Gargantuan
4.268313011663214,Riverwheel Aerialists
4.268317474923353,Three Tree Mascot
4.268380073329696,Exemplar of Light
4.268412114027492,Three Visits
4.268465961374564,Rain of Salt
4.268510174038853,Rosethorn Halberd
4.268537686659746,Daemogoth Woe-Eater
4.26858280216866,Nimble Mongoose
4.268676428636763,Arid Archway
4.268951363800306,Heroism
4.269022895618444,Shuko
4.269025254224893,Convolute
4.26919648621437,Secrets of the Dead
4.269262973641001,Martyrs' Tomb
4.269307213832733,Khenra Charioteer
4.269348158463766,Tel-Jilad Exile
4.269445584285174,Gurmag Swiftwing
4.269606504170732,Krosan Verge
4.269613718099562,"Ib Halfheart, Goblin Tactician"
4.2696163110580425,Trickster Mage
4.269650567153329,Squeaking Pie Grubfellows
4.269673029869063,Sanctum of Ugin
4.269676755540023,Buried Ruin
4.269706816747847,Seedship Broodtender
4.269719969503194,Bill the Pony
4.269759418722421,Primal Forcemage
4.269825902416081,Benthic Djinn
4.269880102684231,Geistcatcher's Rig
4.26991485787697,Treasure Cruise
4.269946641714293,Thicket Crasher
4.269953834124813,Mad Auntie
4.270039172379667,Sidisi's Faithful
4.270249217124802,Thraben Inspector
4.270323127904385,Dragon-Style Twins
4.270523134339247,Council of Advisors
4.270525757817105,Steelgaze Griffin
4.270581862470905,First-Sphere Gargantua
4.2706547308152984,Linebreaker Baloth
4.270694472569902,Cloudreader Sphinx
4.270695264564039,Rosheen Meanderer
4.270708261509613,Ascendant Evincar
4.270787665781146,Vulshok Battlemaster
4.270873508635063,Myriad Construct
4.270873543590566,Barbarian General
4.27106679861602,Thieving Otter
4.271154380042075,"Ghyrson Starn, Kelermorph"
4.271160977555111,Slash Panther
4.27121447825071,Wistful Thinking
4.271245553892694,Ghost Hounds
4.271260227997139,Bottomless Pool // Locker Room
4.271365774817928,Iron Golem
4.271373423830362,Invisible Stalker
4.271397842771464,Teferi's Drake
4.2716855023953055,Monastery Swiftspear
4.2717174560033655,Warden of the Woods
4.271834261958045,Haunted Screen
4.271857963390358,Finch Formation
4.27188713888807,Overwhelming Denial
4.271997221956945,The Mycosynth Gardens
4.272127729660874,Headless Rider
4.272163102264554,Glory Seeker
4.272188617474324,"Radha, Coalition Warlord"
4.2722354151384225,Alpha Kavu
4.272257270230869,Grey Host Reinforcements
4.272302998125725,Floodbringer
4.272333079534434,"Hokori, Dust Drinker"
4.272639890079145,Kessig Recluse
4.272721952509849,Cascade Bluffs
4.272898562211676,Howlpack Wolf
4.273012947450646,Hellkite Igniter
4.273091903424337,Basalt Gargoyle
4.273116082873472,"Tromell, Seymour's Butler"
4.273238932483366,Lurking Lizards
4.273266163883867,Pyromania
4.273360485572439,Snow Devil
4.273417679895665,Torture
4.273436754475431,Mox Emerald
4.273456009926174,Rootborn Defenses
4.273466076491984,Seeker of Sunlight
4.273634791018748,Kor Blademaster
4.273643022407465,Veteran Armorer
4.273716959064499,Scorpion Sentinel
4.273749171988258,Manriki-Gusari
4.273790197251881,Captivating Gyre
4.273861549934627,Warden of the Eye
4.27387571390051,Drain the Well
4.273884328653921,Lightning Blast
4.2739129440793375,Vernal Equinox
4.274023710251784,Moonglove Winnower
4.274061684187629,Hydra Trainer
4.274100483539497,Throne of the High City
4.274174452325317,Woodland Champion
4.274241807407992,Taoist Hermit
4.274336090156003,Cagemail
4.2743991739371205,Purify
4.274460700507732,Bitter Downfall
4.274469193390963,An-Havva Inn
4.274553403270078,Horrid Vigor
4.274565039494754,Protective Bubble
4.274565259340236,Dragon Scales
4.2746178199905405,Ornate Kanzashi
4.274687928135065,Temple Thief
4.274701309754031,Mesmeric Fiend
4.274713098912385,Kagemaro's Clutch
4.274749198949439,Goma Fada Vanguard
4.274848181695297,Petrified Plating
4.274964727724965,Tainted Field
4.275224921759572,Gaea's Bounty
4.275264701609836,Curse of Inertia
4.275272897347752,Feasting Hobbit
4.275290729007091,Harried Dronesmith
4.275299872014481,Nath's Buffoon
4.2753092279828575,"Gadrak, the Crown-Scourge"
4.275438161854827,Doom Whisperer
4.275591747712919,Virtuous Charge
4.2755941652197595,Benalish Hero
4.275606386456067,Tundra Wall
4.27564566897894,Pitchburn Devils
4.275686957142774,Night Clubber
4.275695304152253,Sand Squid
4.275727294321562,Blight Herder
4.2757398517003065,Azure Mage
4.275788560777679,Geistlight Snare
4.2758388825416205,Kresh the Bloodbraided
4.275860721037124,Eject
4.275983286037758,Trusty Companion
4.276060547494137,Cursed Rack
4.276130071126778,Aluren
4.276141445209103,Temporal Manipulation
4.276213709032756,Summoner's Bane
4.276343543434429,Hinterland Harbor
4.2764137282243535,Ulamog's Dreadsire
4.276427538541888,Ruthless Knave
4.276520336971192,Banner of Kinship
4.276521282160349,Leonin Armorguard
4.276656534594508,Sealock Monster
4.276885910337042,Merfolk Spy
4.2769174224126605,Glimpse the Unthinkable
4.276928638105069,Molten Slagheap
4.276937964456263,Dubious Delicacy
4.276939571597469,Zombie Boa
4.277077247005361,Cryoshatter
4.277108057452569,Kuldotha Forgemaster
4.277111467734245,Infected Defector
4.277151367167217,Gleeful Demolition
4.277174190666426,Electryte
4.277239788023771,Witch's Mark
4.277245091827555,Emberwilde Augur
4.277266137776848,Cloud Djinn
4.277270820527194,Kazandu Stomper
4.277302311495438,Damn
4.277451586309291,Incandescent Soulstoke
4.277453554237056,Naga Eternal
4.277473328712648,Sandstorm Eidolon
4.277528434741564,Swashbuckling
4.277682267227433,Hellhole Flailer
4.277687059247765,Bloodrage Vampire
4.277798183200587,Mox Jet
4.277911236528685,Renewed Solidarity
4.27805081801514,Pumpkin Bombardment
4.278057095516319,Archon of Redemption
4.278236083908006,Solitary Confinement
4.278321009839547,Wu Admiral
4.278358816833129,Canyon Jerboa
4.278459422035811,Angelic Quartermaster
4.278541345006514,Dizzying Gaze
4.278571690410235,Khenra Eternal
4.278669785996261,Sultai Charm
4.278867605835287,Bloodcrazed Goblin
4.27886880305988,Undercity Scrounger
4.279000778416228,Valeron Wardens
4.279017846058422,Choco-Comet
4.2790296854912935,Riverglide Pathway // Lavaglide Pathway
4.279089821991171,Evil Eye of Urborg
4.279183014909349,Viashino Weaponsmith
4.279186463366882,Illithid Harvester // Plant Tadpoles
4.279284053959557,Curse of the Bloody Tome
4.279352574047105,Faerie Impostor
4.279418775496035,Priest of Fell Rites
4.279428390760148,Caller of the Pack
4.279515760272669,Golgari Raiders
4.279523482250293,Battle Brawler
4.27956023453617,Invading Manticore
4.279620106215582,Keening Stone
4.279738399904688,Geothermal Kami
4.279797169531544,Bane Alley Blackguard
4.279824708407568,Benalish Heralds
4.279841003265168,Karmic Guide
4.279922357577753,Trained Pronghorn
4.279983189472016,Rampaging Hippo
4.280033933045022,Decompose
4.280149668896765,Ferocious Pup
4.280167705337492,Deception
4.280215493153075,Diresight
4.280242503305346,Volcanic Geyser
4.280255208203225,Price of Betrayal
4.280268226712762,Bellowing Aegisaur
4.280392997067352,Glissa's Courier
4.280423951240827,Foreboding Fruit
4.280512349373869,Pawpatch Recruit
4.280645592269608,Thousand-legged Kami
4.280671427611583,Sun Droplet
4.280794562975099,Flamekin Spitfire
4.280802358397359,Hushwood Verge
4.280863228818676,Stensia Banquet
4.2809289362778005,Acidic Soil
4.280988668493711,Triclopean Sight
4.281115410421514,Teleportation Circle
4.281121049992833,Flooded Shoreline
4.281248461146277,Pardic Swordsmith
4.281370588753522,Balustrade Spy
4.281394478379818,Flensing Raptor
4.281396144824737,Ampryn Tactician
4.281528866955997,Virulent Silencer
4.2815964975617025,Battlewise Hoplite
4.281936470536806,Skeleton Ship
4.282009006973546,Seasoned Consultant
4.2820245422950665,Scoria Wurm
4.282130735343199,Tornado Elemental
4.28215969372505,Squelch
4.282194330821763,Aven Wind Guide
4.282217642601752,Undo
4.282228598618579,Keen Sense
4.282262563209138,Jukai Messenger
4.282315546345575,Lorehold Campus
4.282354711329503,Silumgar Sorcerer
4.282403554177648,Wrathful Red Dragon
4.28261487150404,Scrabbling Claws
4.282636055201528,Aetherstorm Roc
4.282667163664646,Fiery Cannonade
4.2826686596239565,Canopy Cover
4.28270945901006,Nightshade Dryad
4.282768739124474,Mirran Banesplitter
4.282814052828056,Distorted Curiosity
4.282815194481752,Midnight Scavengers
4.282883351570632,Vodalian Mage
4.282951574323919,Swarmborn Giant
4.2829657135333115,Cyberman Patrol
4.283017268311389,Soldevi Sentry
4.283066547861735,Mortuary
4.283104926506834,Phantom Flock
4.283118976860689,Firebrand Ranger
4.283246801742284,Spreading Algae
4.28330893492546,Gigantosaurus
4.28332463716772,Zebra Unicorn
4.2833350942238635,Bushmeat Poacher
4.283734498984976,Air-Cult Elemental
4.28383125077119,Mythos of Nethroi
4.283844292525268,Deadeye Plunderers
4.283985264732212,Charisma Bobblehead
4.2840129728726,Zell Dincht
4.284031315797029,Thornweald Archer
4.2840387964938484,Daring Demolition
4.284055589582059,Veteran's Voice
4.284063559743617,Forest
4.28418681745916,Unified Will
4.284251683936992,Rain of Thorns
4.284286750002488,Repentance
4.2843388437832175,Pit Raptor
4.284340123694025,Gild
4.284773205607438,Thirsting Bloodlord
4.2847954853314345,Gift of Granite
4.284872236359746,Sea Troll
4.28496698594288,Racers' Scoreboard
4.2849832076980885,Mana Confluence
4.285006046626724,Tourach's Gate
4.285006484734401,Greenwheel Liberator
4.2850315257956035,Dreamshaper Shaman
4.28504385963966,Civic Wayfinder
4.285096078644765,Briarbridge Tracker
4.2851381895360445,Ebony Treefolk
4.285172474353318,Deadlock Trap
4.2851791542527815,Rolling Thunder
4.285262902543011,Stormrider Rig
4.285288108756156,Fire Shrine Keeper
4.285333293102557,Gruesome Scourger
4.2854400224430975,Starting Column
4.285464364018561,Mirari's Wake
4.285619654557948,Savage Twister
4.285682414328669,Indentured Djinn
4.285825611193757,Henge of Ramos
4.285878808403802,Il Mheg Pixie
4.285983162191333,Spiritmonger
4.286198641082572,Brilliant Plan
4.286432887491507,Astral Confrontation
4.286496347387656,Reflexes
4.286608689278427,Spike Rogue
4.286682719817388,Brood Keeper
4.286749812751841,Bone Pit Brute
4.286834883757872,Heroes' Bane
4.2870881584768155,Sir Shandlar of Eberyn
4.287159571346906,Printlifter Ooze
4.287173138293823,Voracious Wurm
4.2872292721787515,Apprentice Necromancer
4.287324644106298,Duskmantle Operative
4.287346976535813,Ooze Garden
4.287433070946974,Fireblade Artist
4.287435958759119,Putrid Leech
4.2875361395603715,Serra Zealot
4.287584864113354,"Tawnos, the Toymaker"
4.287658778032663,Inspiring Vantage
4.287735253973745,Sentry of the Underworld
4.28774453196699,Markov Patrician
4.287848288987634,Oliphaunt
4.287852155549306,Syndicate Enforcer
4.287978362410307,Hana Kami
4.28800091887106,Canopy Tactician
4.288091987236523,Quandrix Pledgemage
4.28816850438849,Frenzied Rage
4.288231296731861,Enraged Ceratok
4.2882332882475245,Thought Devourer
4.288253787008365,Dive Down
4.288270129171876,Doubling Chant
4.288488461812907,Seafarer's Quay
4.288491584181077,Volt Charge
4.288589761542967,Slith Strider
4.288622740486608,Leyline Phantom
4.2887674647802125,Reroute
4.2888209937782555,Abstruse Archaic
4.288843615627097,Sedraxis Specter
4.288862525173836,Ravenous Gigamole
4.288898850397945,Sunset Saboteur
4.288933030861642,Structural Collapse
4.288938101108517,Acorn Harvest
4.288960068635126,Hooded Hydra
4.289030269489127,Devastating Onslaught
4.2890582182161925,Airdrop Aeronauts
4.289178144006867,Ranger's Hawk
4.289290929390979,River Hoopoe
4.289333969770733,Refocus
4.28949273601735,Sephiroth's Intervention
4.289498077924364,Oko's Accomplices
4.289569335215667,Cradle to Grave
4.2895983522634955,Bone Shards
4.289731185806693,Ember-Eye Wolf
4.2898404997810795,Migration Path
4.289925671007683,Endless Sands
4.2899755241479225,Traveling Minister
4.289985850799468,Llanowar Tribe
4.290070064799946,Mistform Dreamer
4.290163359299912,Switcheroo
4.29034736828763,Norn's Choirmaster
4.290352383939951,Nix
4.290375384726767,Molten Monstrosity
4.290386525331549,Reinforcements
4.290550736633468,Dissolve
4.2906749009319824,Teferi's Isle
4.29074707514927,Heartwood Storyteller
4.290753798301453,Bitter Triumph
4.290779887444817,Somberwald Vigilante
4.2908123314175395,Hold the Line
4.290865827633461,Wizened Snitches
4.290920284100405,Angel of Despair
4.290925698425728,Metathran Aerostat
4.290937843197276,Beast of Burden
4.291147594205932,Sleep with the Fishes
4.291271143489454,Battering Craghorn
4.291472597729329,Al Bhed Salvagers
4.291478367272542,Unmask
4.291522949662048,Gaea's Courser
4.291527549158443,Shambling Remains
4.291559340935502,Scared Stiff
4.291633750546443,Elvish Guidance
4.291633914867076,Mana Crypt
4.291704997452631,Wall of Fire
4.291766195262975,Retromancer
4.291803781487897,Dragon Hatchling
4.291807805184605,Dagger Caster
4.291820391056229,Suspicious Bookcase
4.291868392915562,Defiant Stand
4.291893575551869,Sea Spirit
4.2919221252153745,Goblin Marshal
4.2919285168408186,Quagnoth
4.291975085402583,Aveline de Grandpré
4.291979075256185,Curse of the Werefox
4.292036576027659,Dwarfhold Champion
4.292073562659032,Reckoner Shakedown
4.2921400263783696,Monastery Messenger
4.292187648890172,Yavimaya Elder
4.292229993402518,Root Maze
4.292288609610686,Blood Cultist
4.2923174096855305,Rend Spirit
4.292348156226972,Enduring Scalelord
4.292455940644116,Wicked Reward
4.292493109048463,Belligerent Brontodon
4.2925072858629285,Webweaver Changeling
4.292544740211591,Lure of Prey
4.292665814342116,Harbinger of Spring
4.2927916692760135,Daring Archaeologist
4.292805849023331,Snarling Wolf
4.292831349174261,Palazzo Archers
4.29284826490668,Viashino Warrior
4.292937198396973,Exterminate!
4.293027161953927,Runaway Carriage
4.293071275306615,Smoke Bomb
4.293080669857404,Writ of Return
4.2931825041626865,Abundant Growth
4.293205981317026,Wreck and Rebuild
4.293295824755135,Unfriendly Fire
4.29341448878494,Pilfered Plans
4.293461179232742,Titans' Vanguard
4.293477442093185,Reckless Imp
4.293501501643967,Engulfing Eruption
4.293550775197643,Feed the Cauldron
4.293601185536003,Early Winter
4.293773602478957,Treetop Village
4.293844305933932,Corpulent Corpse
4.293963874345498,Guardian of Tazeem
4.294175433480414,Waterwhirl
4.294239036934232,Blot Out the Sky
4.294373339968594,Annihilate
4.29454546913119,Sentinel Totem
4.294577625241401,Living Hive
4.294722541279353,Volatile Fault
4.294746126288667,Primordial Mist
4.294763563667328,Storm-Kiln Artist
4.294884807503809,Half-Elf Monk
4.294920285464035,Glidedive Duo
4.29506003448761,Living Tempest
4.295062843787401,Wojek Bodyguard
4.295134391632241,Embermaw Hellion
4.295172714023257,Last Laugh
4.295225524780825,Sentinels of Glen Elendra
4.295277743701468,Gaea's Anthem
4.29529609425084,Cloudhoof Kirin
4.295343381595951,Fungus Sliver
4.2955104409475435,Ripscale Predator
4.2955646513889505,Storm Caller
4.295703021303529,Reigning Victor
4.295706862112977,Fiend Hunter
4.295716556676277,Aven Flock
4.296021978549935,Loxodon Wayfarer
4.296137208408481,Stormcaller's Boon
4.29632194934007,Monstrous Onslaught
4.296330444830029,Jovial Evil
4.296538513621876,Magnetic Theft
4.296666688840285,Dreamtail Heron
4.296686674997436,Zof Shade
4.296730921721891,Steam Spitter
4.296752239423635,Pathbreaker Wurm
4.296944871861116,Dromoka Captain
4.297170030369291,Boreal Outrider
4.297226116344774,Thalia's Lieutenant
4.297252241341986,Gruul Keyrune
4.297290867714472,Dragonstalker
4.297298446586756,Thought Scour
4.297313118578409,Jade-Cast Sentinel
4.29737125623001,Path to the Festival
4.297377350834526,Meltstrider's Gear
4.297447315413899,Ambush Viper
4.297450136422079,Drafna's Restoration
4.297499177728732,Dralnu's Crusade
4.29750476736857,Gang Up
4.297526345298949,Essence Feed
4.297652233800063,Phyrexian Vatmother
4.297713293614618,Spike Feeder
4.297721638372127,Cyclopean Snare
4.2978422504628835,Kris Mage
4.297860217624041,Feedback
4.297887634011136,Dragon Wings
4.297930409881702,Subversion
4.298067952109961,Eutropia the Twice-Favored
4.298072579813197,Sentinel
4.298107736960282,Sell-Sword Brute
4.298342147364656,Flow of Knowledge
4.298359770281386,Devouring Light
4.298391896467903,Echo Inspector
4.298431132300871,Burning-Tree Shaman
4.298524060559254,Darksteel Citadel
4.298671892124271,Mirror Universe
4.298709083447853,The Indomitable
4.298793689272123,Mire's Malice
4.298938267333575,Keldon Warcaller
4.299051543113936,"Krenko, Mob Boss"
4.299070115720226,Greater Forgeling
4.299090018377501,Cinder Crawler
4.299143393977713,Call of the Conclave
4.299154638931682,Call the Scions
4.299241075189607,Changeling Titan
4.29926802547428,"Erkenbrand, Lord of Westfold"
4.299279789983192,Bloodshed Fever
4.299354966966324,Imperiosaur
4.299401064160767,Bomber Corps
4.2994402390646,Cityscape Leveler
4.299503342363011,Innocent Bystander
4.299530587387123,Pashalik Mons
4.299542281264542,Flux Channeler
4.2995481825260615,Yavimaya Barbarian
4.29970192482187,Stoneskin
4.299738975326143,Chartooth Cougar
4.299750041200095,Mind Sculpt
4.299814658752098,Cruel Sadist
4.299827055912681,Emblazoned Golem
4.299985677350231,Unquenchable Thirst
4.300017496423379,Nantuko Disciple
4.3001350121378135,Warchanter Skald
4.300223129757754,Jasmine Boreal
4.300364922396556,Prized Unicorn
4.300404716726004,Basking Capybara
4.300549581112678,Wurmwall Sweeper
4.300623124406828,Hero of Leina Tower
4.300676308005915,Out of Bounds
4.300774285086138,Inaction Injunction
4.30085147031488,Rewind
4.300910579037179,Suspicious Detonation
4.301035278617299,Blink Dog
4.3010734276484675,Spirit of Malevolence
4.301107657892987,Tuknir Deathlock
4.301255877378706,Thundersteel Colossus
4.301689868388232,Dampen Thought
4.301743096230787,Manifest Dread
4.301778957248789,Gravelighter
4.301792568797893,Alabaster Host Sanctifier
4.301797560729042,Voice of the Provinces
4.301923516315876,Novice Knight
4.30206967650155,Ravenous Giant
4.302098129308606,Harbor Serpent
4.3023063846605245,Ixalli's Keeper
